anime_id,name,genre,rating,member
1573,Kishin Douji Zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",7.09,5936
682,Otogi Story Tenshi no Shippo,"Comedy, Fantasy, Harem, Magic, Romance",6.66,9099
33290,Gra-P &amp; Rodeo 2nd Season,"Comedy, Music",3.92,157
26103,Namae... Sore wa Moeru Inochi,"Drama, Kids",8.33,50
25687,Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama",7.66,58274
10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",8.46,159548
29383,Kai Douryoku Real,"Dementia, Sci-Fi",5.5,54
6178,Pokemon Diamond &amp; Pearl: Arceus Choukoku no Jikuu e,"Action, Adventure, Comedy, Drama, Fantasy, Kids",7.14,29668
32071,Gantz:O,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",7.34,8569
2824,Barbapapa Sekai wo Mawaru,"Adventure, Comedy",6.19,528
5938,Onegaiâ™ªMy Melody Kiraraâ˜…,"Comedy, Fantasy, Magic",6.58,741
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",5.52,1377
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",7.85,218231
8709,Pokemon: Pikachu Koori no Daibouken,"Adventure, Comedy, Fantasy, Kids",6.66,3447
2883,Iyashite Agerun Saiyuuki,"Hentai, Parody",6.49,3165
16820,Lightning Atom,"Action, Kids, Super Power",5.11,62
12657,Tongari Boushi no Memole: Marielle no Housekibako,"Fantasy, Magic, Shoujo",6.4,185
9213,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",7.49,24876
14175,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",7.99,34630
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy, Kids",6.49,1701
24023,Project758,Drama,,455
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",7.06,3495
1079,Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",7.2,14930
3764,Chouon Senshi Borgman 2: Shin Seiki 2058,"Action, Demons, Sci-Fi, Shounen",6.14,319
34119,Escalator-jou no Hokou no Kiken-sei,Drama,3.33,37
32981,Hand Shakers,,,11661
8101,HenSemi,"Comedy, Ecchi, Seinen",6.65,19029
1633,Shintaisou: Kari,Hentai,6.42,3942
4209,Mission-E,"Action, Comedy, School, Sci-Fi",6.6,3931
3265,Princess Tutu Recaps,"Comedy, Magic, Romance, Shoujo",6.75,3999
34038,Umihiko Yamahiko,"Fantasy, Historical",6,37
8772,Happy Weekend,"Kids, Music",5.45,166
7914,Kyuukyoku no Chef wa Oishinbo Papa,Hentai,5.43,262
32430,Kodanuki Ponpo,"Kids, Music",4.86,62
16644,Soushi Souai: Junai Mellow yori,Hentai,6.67,2060
30403,Paper Film,Comedy,3.33,102
1652,Uchuu Senkan Yamato III,"Action, Adventure, Drama, Military, Sci-Fi, Space",7.33,2568
33498,Ganbare! Kickers: Hitoribocchi no Ace Striker,"Drama, Shounen, Sports",6.34,145
22169,Fetish Doll,Dementia,3.32,654
3075,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi",6.56,630
32676,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"Comedy, Fantasy, Kids",7.25,72
24327,Oyome-sama Honey Daysâ™¥,Hentai,6,1403
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",7.73,235684
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,"Kids, Supernatural",5.54,76
366,AIKa,"Action, Adventure, Comedy, Ecchi, Sci-Fi",6.04,17545
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",7.23,15203
7164,Catman Specials,"Comedy, Fantasy, Slice of Life",6.16,346
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",8.12,16614
5891,Kousoku Denjin Albegus,Mecha,6.99,698
8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",6.93,953
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.44,35357
9330,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",6.93,94922
7817,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",7.18,192719
31430,Terra Formars Revenge,"Action, Drama, Horror, Sci-Fi, Seinen, Space",6.91,34176
23057,Yukidoke,"Dementia, Horror",4.25,945
23191,Chokin no Susume,Comedy,6,71
10949,Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,"Comedy, Mecha, Sci-Fi",6.73,3159
2858,Ikusa Otome Valkyrie,Hentai,6.34,3755
29792,Chiisana Itsutsu no Ohanashi,Kids,4.78,93
33204,Hirune Hime: Shiranai Watashi no Monogatari,"Drama, Mecha",,4186
9675,Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural",6.97,35753
23315,Zettai Zetsumei Dangerous Jiisan Special-ban,"Comedy, Kids",6.8,57
33248,K: Seven Stories,"Action, Drama, Super Power, Supernatural",,22133
2777,Generation of Chaos Next: Chikai no Pendant,"Action, Adventure, Fantasy, Military, Romance",4.27,615
33856,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen",Comedy,6,31
1103,Shinkon Gattai Godannar!!,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",6.83,8688
30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo",6.62,1007
26325,Minna Ichiban!,"Drama, Kids",6,41
8302,Ladies versus Butlers! Specials,"Ecchi, Seinen",6.43,18524
13333,Tari Tari,"Music, School, Slice of Life",7.44,80960
3167,Eve no Jikan,"Sci-Fi, Slice of Life",8.26,99074
31685,Okaasan ni Naisho,"Comedy, Ecchi",4.38,308
2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",5.91,1680
9403,Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi",6.5,213
22467,Minihams no Ai no Uta,"Kids, Music",5.61,161
21267,Go! Go! 575,Slice of Life,5.8,7755
2213,Black Jack (TV),Drama,7.74,15552
18587,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,Kids,6.04,155
23423,Mujaki no Rakuen,"Comedy, Ecchi, Romance, School, Seinen",6.09,12054
6412,Yuki Terai,Music,5.97,280
12637,Mo Gyutto Love de Sekkinchuu!,Music,7.32,6713
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Frontâ˜†Next,"Adventure, Comedy, Kids, Space",5.75,67
964,Hit wo Nerae!,"Comedy, Ecchi",5.64,3772
34088,Chiruran: Nibun no Ichi,"Action, Historical",,1036
2091,Oshare Kozou wa Hanamaru,"Romance, Shoujo",5.96,327
2041,Ai to Yuuki no Pig Girl Tonde Buurin,"Adventure, Comedy, Fantasy, Magic, Parody, Romance, School, Shoujo",6.67,6183
32239,Shinsei Futanari Idol: Dekatamakei!,Hentai,6.84,1804
235,Detective Conan,"Adventure, Comedy, Mystery, Police, Shounen",8.25,114702
30512,Hero Company,"Comedy, Seinen",5.21,519
4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",6.34,564
5781,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",8.09,72021
7611,Issho ni Ecchi,Hentai,5.97,1958
19947,Ikkyuu-san (1978),"Action, School, Sports",7.23,167
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",7.29,35730
32867,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",8.39,83641
23037,Bakumatsu Rock,"Action, Comedy, Historical, Music, Shoujo",6.2,18680
1817,DearS: Kin no Tama desu no?,"Comedy, Ecchi, Harem, Romance, Sci-Fi",6.97,18412
6828,Ohi-sama to Kaeru,Comedy,4.27,359
13087,Youkoso Uchuujin,Comedy,5.38,190
15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi",6.33,2398
8465,Ichiban Ushiro no Daimaou Specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",6.88,26025
19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",7.87,118341
9924,Shukufuku no Campanella: La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy",6.62,4023
33245,Ame-iro Cocoa in Hawaii,"Comedy, Slice of Life",5.47,2516
23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",6.7,297
17201,Toki no Daichi: Hana no Oukoku no Majo,"Adventure, Fantasy",6,71
30967,Chuumon no Ooi Ryouriten (1993),"Fantasy, Horror, Supernatural",5.83,238
6268,Sekishoku Elegy,Romance,6.17,397
9165,Attack No.1: Namida no Kaiten Receive,"Drama, Shoujo, Sports",6.37,248
30826,Suzakinishi the Animation,"Comedy, Slice of Life",5.64,3190
25299,Dosukoi! Wanpaku Dohyou,"Drama, Sports",5.25,53
8403,Bonobono: Kumomo no Ki no Koto,Drama,6,137
4417,Hennako-chan,Comedy,6.04,129
31318,Comet Lucifer,"Action, Adventure, Fantasy, Mecha",6,66659
26013,Backkom Mission Impossible,"Comedy, Kids, Parody",6.11,97
33462,Bernard-jou Iwaku.,"Comedy, School",5.63,9367
21089,Lost Forest,Music,5.72,302
9993,Samuraider: Nazo no Tenkousei,"Action, Drama, Samurai",5.82,212
21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",7.35,537892
4596,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,"Action, Mecha, Military, School, Super Power",7.78,23285
1471,City Hunter 2,"Action, Comedy, Mystery, Shounen",8.12,8199
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",7.05,99133
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",8.14,160423
21653,IS: Infinite Stratos 2 - World Purge-hen,"Action, Comedy, Harem, Mecha, Sci-Fi",7.14,28626
6878,Usavich Special,"Adventure, Comedy",6.73,1352
7960,Pachislo Kizoku Gin,"Action, Game",6.44,223
2430,Gekka Bijin,Hentai,6.23,1487
33672,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,"Adventure, Comedy, Fantasy, Kids, Shounen",,172
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",7.25,3921
9662,Timing,"Horror, Psychological",5.65,558
31672,Ojarumaru: Wasureta Mori no Hinata,"Adventure, Comedy, Fantasy, Kids, Slice of Life",3.67,51
2103,TO-Y,"Drama, Music, Shounen",6.37,1275
1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,"Comedy, Drama, Romance",6.31,399
4532,Taiyou no Yuusha Fighbird,"Action, Mecha, Sci-Fi",6.95,762
32615,Youjo Senki,"Magic, Military",,6652
28361,Kaseifu ga Ita.,"Comedy, Shoujo, Slice of Life",4.55,93
32741,Girls und Panzer der Film: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",6.94,1667
1082,Hikari to Mizu no Daphne,"Comedy, Drama, Mystery, Police, Psychological, Sci-Fi",6.87,8876
3582,Mashou no Kao,Hentai,6.29,1391
27855,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Kids,5.71,57
865,Kikou Senki Dragonar,"Adventure, Mecha, Sci-Fi, Shounen, Space",6.86,1961
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!","Adventure, Demons, Fantasy, Romance",6.77,10133
47,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",8.15,215897
29798,Sakura Yori Ai wo Nosete,Kids,4.15,96
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",6.63,1991
3058,Darling,Hentai,6.69,3600
8751,Kaijuu no Ballad,"Comedy, Fantasy, Music",4.89,281
5098,Andersen Monogatari,"Drama, Fantasy, Kids",6.36,364
2826,Oz no Mahoutsukai (1986),"Adventure, Fantasy, Kids",6.83,1039
23585,Haha wo Tazunete Sanzenri Specials,"Adventure, Drama, Slice of Life",6.14,138
19325,Kwaegeol Longman Narongi,"Adventure, Kids",7.43,65
335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",7.42,25098
33877,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,"Comedy, Police",7,108
30605,Uwabaki Cook no Tekitou Uranai!,Comedy,4.6,90
4598,Urikupen Kyuujo-tai,"Adventure, Comedy, Kids",5.78,141
25891,Stitch to Suna no Wakusei,"Adventure, Comedy, Kids, Sci-Fi",5.77,198
4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",7.86,8911
14231,Akuemon,"Fantasy, Romance",6.27,453
9015,O-bake no... Holly,"Comedy, Fantasy, Kids, Magic",6.42,194
11663,Hakuouki OVA,"Action, Drama, Historical, Samurai, Supernatural",7.64,7791
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Comedy, Magic, Sci-Fi",4.88,1650
9279,Bara no Hana to Joe,"Drama, Kids",5.92,306
1025,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",7.16,16111
31634,Kokuhaku,Horror,2.67,816
3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo",7.11,1009
24227,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",7.57,65287
25943,Hacka Doll,Fantasy,5.81,2961
12399,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,"Action, Sci-Fi",5.89,199
31113,Puchitto Furikaerintia,"Action, Adventure, Mecha, Sci-Fi",6.33,1003
4350,Megami Kyouju,"Hentai, Horror, Military, Sci-Fi, Supernatural",5.85,1269
8654,Iâ˜†Can,Hentai,5.99,4098
5303,Xabungle Graffiti,Mecha,5.33,248
2077,Kindaichi Shounen no Jikenbo,"Mystery, School, Shounen",7.18,1641
29679,Ki Renka,"Demons, Drama",4.13,99
32423,Pretty x Cation The Animation,Hentai,7.2,2636
2395,Kangoku: Injoku no Jikkentou,Hentai,5.6,1732
13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",6.93,1597
31129,Chichi to Ko,Drama,6,45
22455,Hello Kitty no Circus ga Yatte Kita,"Fantasy, Kids",6.51,113
33206,Kobayashi-san Chi no Maid Dragon,"Comedy, Fantasy, Slice of Life",,5765
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,"Comedy, Sports",7.31,4495
33661,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"Comedy, Ecchi, Kids, Sci-Fi, Space",6.83,429
4866,Pico x CoCo x Chico,"Hentai, Yaoi",5.16,27411
3765,Pygmalio,"Adventure, Fantasy",6.93,533
469,Karin,"Comedy, Romance, School, Shounen, Vampire",7.33,106142
1259,Saint Seiya: Tenkai-hen Josou - Overture,"Adventure, Sci-Fi, Shounen",7.42,11705
11017,Battle Spirits: Heroes,"Action, Shounen",6.71,836
8778,Avignon no Hashi de,"Kids, Music",5.17,234
28853,Pokemon: Pikachu to Pokemon Ongakutai,"Adventure, Fantasy, Kids",6.45,1509
325,Peach Girl,"Drama, Romance, Shoujo, Slice of Life",7.16,49508
21273,Gochuumon wa Usagi Desu ka?,"Comedy, Slice of Life",7.6,82999
4742,Papa to Odorou,Comedy,7.14,567
22415,Aoi Heya,"Fantasy, Music",4.77,253
9433,A-jang.com,Fantasy,5.57,252
3394,Kimagure Orangeâ˜†Road: Shounen Jump Special,"Drama, Romance, Shounen",6.79,1942
2791,Makasete Iruka!,"Action, Comedy, School",6.21,893
22633,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,"Comedy, Parody",3.94,115
5936,Hashire! Shiroi Ookami,Drama,6.79,485
32869,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"School, Shounen, Sports",7.69,7573
29271,Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,"Kids, Parody",7,51
9750,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",6.83,73555
3402,Sexy Sailor Soldiers,"Action, Comedy, Hentai, Super Power",5.72,1273
10172,Freezing Specials,"Action, Comedy, Ecchi",6.74,28125
2601,Juusenki L-Gaim III: Full Metal Soldier,"Action, Mecha, Sci-Fi, Shounen",6.5,517
3182,Massugu ni Ikou. 2nd Season,"Comedy, Josei, Romance, Slice of Life",6.85,904
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",7.98,21729
17539,Mesu Nochi Torare,Hentai,6.12,2672
1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",7.22,28097
23901,Lovely Movie: Itoshi no Muco Season 2,Slice of Life,5.58,293
7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space",6.59,1003
4717,Chijoku Kankin,Hentai,5.82,951
30401,Rule,Dementia,5.02,106
13357,High School DxD Specials,"Comedy, Demons, Ecchi, Harem, Romance, School",7.37,75439
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",7.25,2692
10716,Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",7.72,18060
22177,Madonna (Movie),Dementia,4,248
18269,Ujusonyeon Kaesi,"Action, Adventure, Sci-Fi, Shounen",4.63,57
25257,Persona 4 the Animation: Mr. Experiment Shorts,Comedy,6.42,2196
5929,Hi no Ame ga Furu,"Drama, Historical",7.55,513
596,Chobits: Chibits,"Comedy, Romance",7.1,35513
5684,Fresh Precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",7.45,7004
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,"Action, Comedy, Ecchi, Shoujo Ai",6.66,19147
32571,Shounen Ashibe: Go! Go! Goma-chan,"Comedy, Slice of Life",5.94,1625
522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",7.62,44030
2334,Anime Sanjuushi: Aramis no Bouken,"Adventure, Historical, Romance",6.83,705
2378,Kisaku Spirit,Hentai,6.33,1396
3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",7.18,1021
13201,Monster Farm: Legend e no Michi,"Action, Adventure, Comedy, Fantasy",6.9,6611
5734,Tayutama: Kiss on My Deity,"Harem, Romance, Supernatural",6.93,43288
1495,Maetel Legend,"Drama, Sci-Fi, Space",6.56,1974
7728,Hellsing: Psalm of Darkness,"Action, Seinen, Supernatural, Vampire",7.16,15097
214,Pia Carrot e Youkoso!! 2,"Comedy, Hentai, Romance",6.39,1408
6291,Full Metal Panic! The Second Raid Episode 000,"Action, Adventure, Mecha, Military",7.55,25423
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,"Drama, Mecha, Military, Sci-Fi, Space",7.37,5705
21587,Mou Hitotsu no Mirai wo.,Sci-Fi,6.19,6580
1243,Night Head Genesis,"Drama, Horror, Mystery, Psychological, Supernatural",6.88,20856
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci-Fi, Space",7.41,37069
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,"Action, Mecha",7.37,2216
6328,Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,"Hentai, Psychological",5.55,1375
9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,"Action, Comedy, Shounen, Supernatural",6.98,1664
6633,Queen&#039;s Blade: Gyokuza wo Tsugu Mono,"Action, Adventure, Ecchi, Fantasy",6.73,31256
33911,Gakuen Handsome: Legend of Sexy,"Comedy, Music",6,363
24849,Inyutsu no Yakata The Animation,Hentai,6.52,1821
6787,Goulart Knights: Evoked the Beginning Black,"Action, Drama, Fantasy, Shoujo, Supernatural",5.91,8002
10855,Penguin no Mondai Max,"Comedy, Kids",6.88,101
3586,Isaku,Hentai,5.78,946
23987,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",7.28,7034
27453,Pororo-wa Noraehaeyo,"Kids, Music",5.36,55
6484,Chokin Senshi Cashman,"Action, Comedy",6.21,366
1598,Casshern: Robot Hunter,"Adventure, Mecha, Sci-Fi",6.53,4497
15795,Beast Saga,"Action, Kids, Sci-Fi, Shounen",5.98,861
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,"Drama, Sci-Fi",6.99,443
4548,Yozakura Quartet,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",6.96,68023
1007,Ranma Â½ OVA,"Comedy, Martial Arts, Romance, Shounen",7.87,16804
11855,Houkago Nyannyan,Hentai,6.04,2646
4044,Youkai Ningen Bem,Horror,6.46,440
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",7.34,849
8538,Gokujou!! Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",6.64,1223
3256,Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space",7.44,2861
814,Prince of Tennis: Atobe&#039;s Gift,"Comedy, Shounen, Sports",7.63,10567
5926,Antique Heart,"Magic, Mystery, School",5.78,616
1169,Green Legend Ran,"Adventure, Drama, Sci-Fi",6.9,2908
19069,Okane wa Mawaru: Kurashi to Kinyuu,Slice of Life,5.31,92
6261,Koguma no Misha,"Adventure, Comedy, Drama, Kids",6.42,153
21641,Planet:Valkyrie,"Action, Music",6,883
32013,Oshiete! Galko-chan,"Comedy, School, Slice of Life",7.15,45778
25777,Shingeki no Kyojin Season 2,"Action, Drama, Fantasy, Shounen, Super Power",,170054
16904,K: Missing Kings,"Action, Super Power, Supernatural",7.94,98549
8115,Uchuu Show e Youkoso,"Adventure, Fantasy, Space",7.5,11368
22345,Funny Pets 2nd Season,Comedy,3.92,77
20671,Shashinkan,"Drama, Historical, Slice of Life",7.57,1910
6811,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",8.37,99128
476,Ginban Kaleidoscope,"Drama, Romance, Sports",7.48,29837
1018,Majutsushi Orphen: Revenge,"Adventure, Comedy, Fantasy, Magic, Shounen",6.94,9126
2427,Unico,"Adventure, Fantasy, Kids",7.43,2063
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,Hentai,6.36,2181
28955,Columbos,"Drama, Mystery, Police",5.22,132
2553,Flanders no Inu,"Drama, Historical, Slice of Life",7.52,2411
569,Musekinin Kanchou Tylor,"Comedy, Military, Parody, Sci-Fi, Space",7.97,19841
16830,Uju Jeonsa Hong Gildong,"Action, Adventure, Kids, Sci-Fi, Space",4.58,63
3166,Ayakashi,"Action, Fantasy, Horror, Sci-Fi",6.5,20882
33342,Ari to Kirigirisu,"Kids, Music",3,42
33042,Zonmi-chan: Halloweenâ˜†Special Movie!,"Comedy, Horror",4.94,276
108,Ou Dorobou Jing in Seventh Heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",7.43,8561
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,"Action, Mecha, Sci-Fi, Shounen",6.8,1120
213,Pia Carrot e Youkoso!!,"Comedy, Hentai, Romance",6.19,2108
1982,Osu,Slice of Life,5.55,2021
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",6.59,3755
4607,Tsuma to Mama to Boin,Hentai,6.69,3437
5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",7.72,93803
10029,Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",8.03,50689
29825,Onnanoko tte.,"Comedy, Shoujo, Slice of Life",5.78,171
24625,Gundam Build Fighters Try,"Action, Mecha, Sci-Fi",7.53,17946
30201,Shiawase no Tokei,Music,4.35,73
4087,Michiko to Hatchin,"Action, Adventure",7.9,82625
32264,Dear Brave,"Music, Romance",6.38,522
24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",8.12,12353
23079,Glasslip,"Romance, Slice of Life, Supernatural",5.54,94108
23701,Toradora! OVA,"Comedy, Romance, School, Slice of Life",7.72,25154
718,Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life",6.64,3821
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",7.34,38238
4800,Huckleberry Finn Monogatari,Adventure,6.53,665
30567,Teekyuu 5,"Comedy, Shounen, Sports",6.87,8381
293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",6.85,12227
11389,Happy Kappy Recap,"Comedy, Fantasy, Shoujo",5.52,191
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,7.45,3174
16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",8.16,137105
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",7.76,144898
10373,Soul Link Picture Drama,"Romance, Sci-Fi",5.84,603
715,Yume de Aetara,"Comedy, Drama, Ecchi, Romance, Seinen",6.66,2703
2463,Shounan Bakusouzoku,"Action, Comedy, Shounen",6.73,423
2750,Heisei Inu Monogatari Bow Movie,"Adventure, Comedy",6.57,140
2950,Doubutsu no Mori,"Kids, Slice of Life",7.15,12051
8898,Circuit Angel: Ketsui no Starting Grid,Action,5.78,424
33526,Choco to Watashi,"Kids, Music",6,40
27747,Jokei Kazoku III: Himitsu - The Anime,Hentai,6.32,1316
815,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",7.47,14249
18455,M Ogui: Last Order,Hentai,6.46,2331
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.62,65953
704,Kanon Kazahana,"Drama, Romance, Slice of Life, Supernatural",6.9,9693
33654,Hitorijime My Hero,Yaoi,,1574
30585,Taifuu no Noruda,"Drama, School, Sci-Fi, Supernatural",6.35,14281
2631,Theâ˜†Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",6.48,496
8842,Oishinbo: Nichibei Kome Sensou,"Comedy, Seinen, Slice of Life",6.23,199
6727,Mechakko Dotakon,"Comedy, Sci-Fi",6.36,125
27499,Sore Ike! Anpanman: Anpanman to Kaizoku Lobster,"Adventure, Fantasy, Kids",5.5,70
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"Fantasy, Slice of Life",6.4,185
30178,Tiger &amp; Bunny Recaps,"Action, Comedy, Mystery, Super Power",6.34,516
31117,Ano Ko to Ii Koto,Hentai,6.89,2714
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",8.38,105044
23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",8.92,416397
31150,Xi Yang Yang Yu Hui Tai Lang,"Adventure, Comedy, Kids",5.87,72
327,Puchi Puri Yuushi,"Comedy, Fantasy, Magic, Shoujo",7.54,8030
19841,Super Seisyun Brothers,"Comedy, Josei, Slice of Life",7,18072
23679,Strange+ Special,"Comedy, Shoujo, Slice of Life",6.04,1235
17721,Rennyo Monogatari,"Drama, Historical",7.8,129
